day,hour,day_type,speed_kmh,payload_kg,energy_kwh,timestamp,dow,is_weekend,distance_km,efficiency_kwh_100km,driving_regime
4,7,weekday,58.68,471.1,13.555,2026-01-09 07:00:00,4,0,58.68,23.1,suburban
4,8,weekday,36.73,459.2,7.675,2026-01-09 08:00:00,4,0,36.73,20.9,suburban
4,9,weekday,36.72,443.1,8.761,2026-01-09 09:00:00,4,0,36.72,23.86,suburban
4,10,weekday,53.45,437.1,12.317,2026-01-09 10:00:00,4,0,53.45,23.04,suburban
4,11,weekday,78.56,346.0,24.455,2026-01-09 11:00:00,4,0,78.56,31.13,motorway
4,12,weekday,84.12,359.8,27.852,2026-01-09 12:00:00,4,0,84.12,33.11,motorway
4,13,weekday,84.29,277.8,28.441,2026-01-09 13:00:00,4,0,84.29,33.74,motorway
4,14,weekday,83.58,311.0,27.32,2026-01-09 14:00:00,4,0,83.58,32.69,motorway
4,15,weekday,73.38,280.6,21.061,2026-01-09 15:00:00,4,0,73.38,28.7,motorway
4,16,weekday,55.93,259.4,12.331,2026-01-09 16:00:00,4,0,55.93,22.05,suburban
4,17,weekday,36.18,213.6,7.069,2026-01-09 17:00:00,4,0,36.18,19.54,suburban
4,18,weekday,26.06,159.4,3.54,2026-01-09 18:00:00,4,0,26.06,13.58,urban
4,19,weekday,37.7,156.3,5.519,2026-01-09 19:00:00,4,0,37.7,14.64,suburban
4,20,weekday,57.63,133.6,13.945,2026-01-09 20:00:00,4,0,57.63,24.2,suburban
4,21,weekday,71.78,96.1,17.527,2026-01-09 21:00:00,4,0,71.78,24.42,motorway
4,22,weekday,82.38,97.1,28.22,2026-01-09 22:00:00,4,0,82.38,34.26,motorway
4,23,weekday,0.0,0.0,0.644,2026-01-09 23:00:00,4,0,0.0,,parked
5,0,weekend,0.0,0.0,0.55,2026-01-10 00:00:00,5,1,0.0,,parked
5,1,weekend,0.0,0.0,0.607,2026-01-10 01:00:00,5,1,0.0,,parked
5,2,weekend,0.0,0.0,0.562,2026-01-10 02:00:00,5,1,0.0,,parked
5,3,weekend,0.0,0.0,0.593,2026-01-10 03:00:00,5,1,0.0,,parked
5,4,weekend,0.0,0.0,0.674,2026-01-10 04:00:00,5,1,0.0,,parked
5,5,weekend,86.73,494.1,28.507,2026-01-10 05:00:00,5,1,86.73,32.87,motorway
5,6,weekend,85.51,437.7,26.721,2026-01-10 06:00:00,5,1,85.51,31.25,motorway
5,7,weekend,79.83,427.9,27.199,2026-01-10 07:00:00,5,1,79.83,34.07,motorway
5,8,weekend,74.68,400.8,27.876,2026-01-10 08:00:00,5,1,74.68,37.33,motorway
5,9,weekend,68.9,373.6,19.962,2026-01-10 09:00:00,5,1,68.9,28.97,motorway
5,10,weekend,60.6,309.3,12.523,2026-01-10 10:00:00,5,1,60.6,20.67,motorway
5,11,weekend,59.1,366.1,14.088,2026-01-10 11:00:00,5,1,59.1,23.84,suburban
5,12,weekend,58.51,295.9,11.43,2026-01-10 12:00:00,5,1,58.51,19.54,suburban
5,13,weekend,57.85,273.8,13.301,2026-01-10 13:00:00,5,1,57.85,22.99,suburban
5,14,weekend,54.88,309.2,10.458,2026-01-10 14:00:00,5,1,54.88,19.06,suburban
5,15,weekend,52.21,245.5,11.265,2026-01-10 15:00:00,5,1,52.21,21.58,suburban
5,16,weekend,49.47,219.1,9.42,2026-01-10 16:00:00,5,1,49.47,19.04,suburban
5,17,weekend,54.54,194.4,12.38,2026-01-10 17:00:00,5,1,54.54,22.7,suburban
5,18,weekend,58.88,182.4,12.744,2026-01-10 18:00:00,5,1,58.88,21.64,suburban
5,19,weekend,65.02,110.4,18.887,2026-01-10 19:00:00,5,1,65.02,29.05,motorway
5,20,weekend,75.12,86.9,18.924,2026-01-10 20:00:00,5,1,75.12,25.19,motorway
5,21,weekend,85.75,102.2,29.815,2026-01-10 21:00:00,5,1,85.75,34.77,motorway
5,22,weekend,83.19,64.2,30.182,2026-01-10 22:00:00,5,1,83.19,36.28,motorway
5,23,weekend,0.0,0.0,0.664,2026-01-10 23:00:00,5,1,0.0,,parked
6,0,weekend,0.0,0.0,0.525,2026-01-11 00:00:00,6,1,0.0,,parked
6,1,weekend,0.0,0.0,0.639,2026-01-11 01:00:00,6,1,0.0,,parked
6,2,weekend,0.0,0.0,0.545,2026-01-11 02:00:00,6,1,0.0,,parked
6,3,weekend,0.0,0.0,0.616,2026-01-11 03:00:00,6,1,0.0,,parked
6,4,weekend,0.0,0.0,0.66,2026-01-11 04:00:00,6,1,0.0,,parked
6,5,weekend,86.38,728.9,49.749,2026-01-11 05:00:00,6,1,86.38,57.59,motorway
6,6,weekend,82.49,678.5,37.476,2026-01-11 06:00:00,6,1,82.49,45.43,motorway
6,7,weekend,80.98,640.5,31.393,2026-01-11 07:00:00,6,1,80.98,38.77,motorway
6,8,weekend,73.39,581.4,16.599,2026-01-11 08:00:00,6,1,73.39,22.62,motorway
6,9,weekend,68.13,573.9,16.614,2026-01-11 09:00:00,6,1,68.13,24.39,motorway
6,10,weekend,61.47,556.9,15.398,2026-01-11 10:00:00,6,1,61.47,25.05,motorway
6,11,weekend,60.37,512.5,17.385,2026-01-11 11:00:00,6,1,60.37,28.8,motorway
6,12,weekend,57.53,455.3,12.445,2026-01-11 12:00:00,6,1,57.53,21.63,suburban
6,13,weekend,55.59,432.8,11.639,2026-01-11 13:00:00,6,1,55.59,20.94,suburban
6,14,weekend,53.73,416.0,11.824,2026-01-11 14:00:00,6,1,53.73,22.01,suburban
6,15,weekend,51.09,372.8,10.439,2026-01-11 15:00:00,6,1,51.09,20.43,suburban
6,16,weekend,50.54,330.9,8.172,2026-01-11 16:00:00,6,1,50.54,16.17,suburban
6,17,weekend,50.73,316.2,10.463,2026-01-11 17:00:00,6,1,50.73,20.62,suburban
6,18,weekend,59.88,205.1,11.436,2026-01-11 18:00:00,6,1,59.88,19.1,suburban
6,19,weekend,66.4,231.4,17.977,2026-01-11 19:00:00,6,1,66.4,27.07,motorway
6,20,weekend,74.94,185.6,20.25,2026-01-11 20:00:00,6,1,74.94,27.02,motorway
6,21,weekend,82.5,181.2,17.604,2026-01-11 21:00:00,6,1,82.5,21.34,motorway
6,22,weekend,84.9,98.1,21.02,2026-01-11 22:00:00,6,1,84.9,24.76,motorway
6,23,weekend,0.0,0.0,0.536,2026-01-11 23:00:00,6,1,0.0,,parked
7,0,weekday,0.0,0.0,0.528,2026-01-12 00:00:00,0,0,0.0,,parked
7,1,weekday,0.0,0.0,0.59,2026-01-12 01:00:00,0,0,0.0,,parked
7,2,weekday,0.0,0.0,0.608,2026-01-12 02:00:00,0,0,0.0,,parked
7,3,weekday,0.0,0.0,0.653,2026-01-12 03:00:00,0,0,0.0,,parked
7,4,weekday,0.0,0.0,0.697,2026-01-12 04:00:00,0,0,0.0,,parked
7,5,weekday,86.21,989.8,21.209,2026-01-12 05:00:00,0,0,86.21,24.6,motorway
7,6,weekday,76.99,943.4,24.945,2026-01-12 06:00:00,0,0,76.99,32.4,motorway
7,7,weekday,56.5,910.7,11.638,2026-01-12 07:00:00,0,0,56.5,20.6,suburban
7,8,weekday,34.66,846.8,7.101,2026-01-12 08:00:00,0,0,34.66,20.49,suburban
7,9,weekday,31.84,837.0,6.41,2026-01-12 09:00:00,0,0,31.84,20.13,suburban
7,10,weekday,53.55,748.3,10.702,2026-01-12 10:00:00,0,0,53.55,19.99,suburban
7,11,weekday,74.93,715.8,22.056,2026-01-12 11:00:00,0,0,74.93,29.44,motorway
7,12,weekday,86.36,694.9,25.448,2026-01-12 12:00:00,0,0,86.36,29.47,motorway
7,13,weekday,86.2,615.9,22.22,2026-01-12 13:00:00,0,0,86.2,25.78,motorway
7,14,weekday,82.31,590.2,24.97,2026-01-12 14:00:00,0,0,82.31,30.34,motorway
7,15,weekday,71.38,514.7,23.317,2026-01-12 15:00:00,0,0,71.38,32.67,motorway
7,16,weekday,55.9,476.9,12.491,2026-01-12 16:00:00,0,0,55.9,22.35,suburban
7,17,weekday,36.55,384.3,5.437,2026-01-12 17:00:00,0,0,36.55,14.88,suburban
7,18,weekday,25.44,319.8,4.625,2026-01-12 18:00:00,0,0,25.44,18.18,urban
7,19,weekday,32.73,317.5,4.909,2026-01-12 19:00:00,0,0,32.73,15.0,suburban
7,20,weekday,53.66,268.2,9.774,2026-01-12 20:00:00,0,0,53.66,18.21,suburban
7,21,weekday,73.67,208.9,23.3,2026-01-12 21:00:00,0,0,73.67,31.63,motorway
7,22,weekday,83.86,175.9,31.795,2026-01-12 22:00:00,0,0,83.86,37.91,motorway
7,23,weekday,0.0,0.0,0.601,2026-01-12 23:00:00,0,0,0.0,,parked
8,0,weekday,0.0,0.0,0.537,2026-01-13 00:00:00,1,0,0.0,,parked
8,1,weekday,0.0,0.0,0.554,2026-01-13 01:00:00,1,0,0.0,,parked
8,2,weekday,0.0,0.0,0.481,2026-01-13 02:00:00,1,0,0.0,,parked
8,3,weekday,0.0,0.0,0.586,2026-01-13 03:00:00,1,0,0.0,,parked
8,4,weekday,0.0,0.0,0.631,2026-01-13 04:00:00,1,0,0.0,,parked
8,5,weekday,85.24,1200.0,24.838,2026-01-13 05:00:00,1,0,85.24,29.14,motorway
8,6,weekday,76.54,1200.0,17.742,2026-01-13 06:00:00,1,0,76.54,23.18,motorway
8,7,weekday,57.29,1200.0,11.53,2026-01-13 07:00:00,1,0,57.29,20.13,suburban
8,8,weekday,36.51,1200.0,6.236,2026-01-13 08:00:00,1,0,36.51,17.08,suburban
8,9,weekday,33.64,1200.0,6.221,2026-01-13 09:00:00,1,0,33.64,18.49,suburban
8,10,weekday,54.92,1200.0,13.124,2026-01-13 10:00:00,1,0,54.92,23.9,suburban
8,11,weekday,74.35,1174.0,18.478,2026-01-13 11:00:00,1,0,74.35,24.85,motorway
8,12,weekday,86.46,1084.4,24.166,2026-01-13 12:00:00,1,0,86.46,27.95,motorway
8,13,weekday,86.5,1033.0,29.618,2026-01-13 13:00:00,1,0,86.5,34.24,motorway
8,14,weekday,83.13,952.5,31.176,2026-01-13 14:00:00,1,0,83.13,37.5,motorway
8,15,weekday,69.67,871.8,18.781,2026-01-13 15:00:00,1,0,69.67,26.96,motorway
8,16,weekday,52.85,768.5,10.404,2026-01-13 16:00:00,1,0,52.85,19.69,suburban
8,17,weekday,37.35,673.9,6.778,2026-01-13 17:00:00,1,0,37.35,18.15,suburban
8,18,weekday,27.55,575.9,6.881,2026-01-13 18:00:00,1,0,27.55,24.98,urban
8,19,weekday,38.28,492.6,8.86,2026-01-13 19:00:00,1,0,38.28,23.15,suburban
8,20,weekday,56.3,450.9,16.388,2026-01-13 20:00:00,1,0,56.3,29.11,suburban
8,21,weekday,73.99,347.5,23.264,2026-01-13 21:00:00,1,0,73.99,31.44,motorway
8,22,weekday,82.09,229.9,36.792,2026-01-13 22:00:00,1,0,82.09,44.82,motorway
8,23,weekday,0.0,0.0,0.692,2026-01-13 23:00:00,1,0,0.0,,parked
9,0,weekday,0.0,0.0,0.564,2026-01-14 00:00:00,2,0,0.0,,parked
9,1,weekday,0.0,0.0,0.583,2026-01-14 01:00:00,2,0,0.0,,parked
9,2,weekday,0.0,0.0,0.525,2026-01-14 02:00:00,2,0,0.0,,parked
9,3,weekday,0.0,0.0,0.622,2026-01-14 03:00:00,2,0,0.0,,parked
9,4,weekday,0.0,0.0,0.733,2026-01-14 04:00:00,2,0,0.0,,parked
9,5,weekday,85.91,1200.0,39.205,2026-01-14 05:00:00,2,0,85.91,45.63,motorway
9,6,weekday,76.4,1200.0,24.477,2026-01-14 06:00:00,2,0,76.4,32.04,motorway
9,7,weekday,57.04,1200.0,16.159,2026-01-14 07:00:00,2,0,57.04,28.33,suburban
9,8,weekday,37.05,1200.0,9.108,2026-01-14 08:00:00,2,0,37.05,24.58,suburban
9,9,weekday,33.83,1200.0,7.554,2026-01-14 09:00:00,2,0,33.83,22.33,suburban
9,10,weekday,58.1,1200.0,16.426,2026-01-14 10:00:00,2,0,58.1,28.27,suburban
9,11,weekday,76.92,1153.6,28.026,2026-01-14 11:00:00,2,0,76.92,36.44,motorway
9,12,weekday,84.55,1062.4,36.723,2026-01-14 12:00:00,2,0,84.55,43.43,motorway
9,13,weekday,86.78,997.8,32.418,2026-01-14 13:00:00,2,0,86.78,37.36,motorway
9,14,weekday,85.05,886.4,26.6,2026-01-14 14:00:00,2,0,85.05,31.28,motorway
9,15,weekday,73.08,827.5,18.809,2026-01-14 15:00:00,2,0,73.08,25.74,motorway
9,16,weekday,51.63,752.1,13.371,2026-01-14 16:00:00,2,0,51.63,25.9,suburban
9,17,weekday,36.01,646.5,5.757,2026-01-14 17:00:00,2,0,36.01,15.99,suburban
9,18,weekday,30.14,615.6,4.796,2026-01-14 18:00:00,2,0,30.14,15.91,suburban
9,19,weekday,36.63,531.2,7.332,2026-01-14 19:00:00,2,0,36.63,20.02,suburban
9,20,weekday,56.18,477.0,15.197,2026-01-14 20:00:00,2,0,56.18,27.05,suburban
9,21,weekday,74.49,323.5,21.555,2026-01-14 21:00:00,2,0,74.49,28.94,motorway
9,22,weekday,82.97,253.6,30.904,2026-01-14 22:00:00,2,0,82.97,37.25,motorway
9,23,weekday,0.0,0.0,0.646,2026-01-14 23:00:00,2,0,0.0,,parked
10,0,weekday,0.0,0.0,0.491,2026-01-15 00:00:00,3,0,0.0,,parked
10,1,weekday,0.0,0.0,0.569,2026-01-15 01:00:00,3,0,0.0,,parked
10,2,weekday,0.0,0.0,0.626,2026-01-15 02:00:00,3,0,0.0,,parked
10,3,weekday,0.0,0.0,0.605,2026-01-15 03:00:00,3,0,0.0,,parked
10,4,weekday,0.0,0.0,0.682,2026-01-15 04:00:00,3,0,0.0,,parked
10,5,weekday,84.03,1200.0,28.959,2026-01-15 05:00:00,3,0,84.03,34.46,motorway
10,6,weekday,73.69,1200.0,17.81,2026-01-15 06:00:00,3,0,73.69,24.17,motorway
10,7,weekday,56.41,1200.0,12.88,2026-01-15 07:00:00,3,0,56.41,22.83,suburban
10,8,weekday,33.7,1188.5,5.512,2026-01-15 08:00:00,3,0,33.7,16.36,suburban
10,9,weekday,34.81,1089.1,5.822,2026-01-15 09:00:00,3,0,34.81,16.73,suburban
10,10,weekday,55.62,1059.8,12.567,2026-01-15 10:00:00,3,0,55.62,22.59,suburban
10,11,weekday,78.17,983.3,22.266,2026-01-15 11:00:00,3,0,78.17,28.48,motorway
10,12,weekday,83.0,933.4,29.855,2026-01-15 12:00:00,3,0,83.0,35.97,motorway
10,13,weekday,88.8,841.9,39.723,2026-01-15 13:00:00,3,0,88.8,44.73,motorway
10,14,weekday,80.98,784.6,25.075,2026-01-15 14:00:00,3,0,80.98,30.96,motorway
10,15,weekday,73.63,723.1,19.898,2026-01-15 15:00:00,3,0,73.63,27.02,motorway
10,16,weekday,57.37,669.5,15.216,2026-01-15 16:00:00,3,0,57.37,26.52,suburban
10,17,weekday,33.76,563.2,6.619,2026-01-15 17:00:00,3,0,33.76,19.61,suburban
10,18,weekday,27.14,495.1,7.279,2026-01-15 18:00:00,3,0,27.14,26.82,urban
10,19,weekday,37.2,422.5,7.298,2026-01-15 19:00:00,3,0,37.2,19.62,suburban
10,20,weekday,56.31,379.3,15.531,2026-01-15 20:00:00,3,0,56.31,27.58,suburban
10,21,weekday,73.92,261.8,23.474,2026-01-15 21:00:00,3,0,73.92,31.76,motorway
10,22,weekday,84.22,217.8,36.093,2026-01-15 22:00:00,3,0,84.22,42.86,motorway
10,23,weekday,0.0,0.0,0.684,2026-01-15 23:00:00,3,0,0.0,,parked
11,0,weekday,0.0,0.0,0.425,2026-01-16 00:00:00,4,0,0.0,,parked
11,1,weekday,0.0,0.0,0.4,2026-01-16 01:00:00,4,0,0.0,,parked
11,2,weekday,0.0,0.0,0.608,2026-01-16 02:00:00,4,0,0.0,,parked
11,3,weekday,0.0,0.0,0.567,2026-01-16 03:00:00,4,0,0.0,,parked
11,4,weekday,0.0,0.0,0.759,2026-01-16 04:00:00,4,0,0.0,,parked
11,5,weekday,88.9,1080.4,34.386,2026-01-16 05:00:00,4,0,88.9,38.68,motorway
11,6,weekday,76.83,1006.4,28.659,2026-01-16 06:00:00,4,0,76.83,37.3,motorway
11,7,weekday,54.41,967.3,13.662,2026-01-16 07:00:00,4,0,54.41,25.11,suburban
11,8,weekday,35.51,912.8,7.993,2026-01-16 08:00:00,4,0,35.51,22.51,suburban
11,9,weekday,36.38,844.4,7.455,2026-01-16 09:00:00,4,0,36.38,20.49,suburban
11,10,weekday,55.83,782.0,17.225,2026-01-16 10:00:00,4,0,55.83,30.85,suburban
11,11,weekday,74.3,760.9,30.554,2026-01-16 11:00:00,4,0,74.3,41.12,motorway
11,12,weekday,86.26,674.2,40.273,2026-01-16 12:00:00,4,0,86.26,46.69,motorway
11,13,weekday,85.69,665.7,40.507,2026-01-16 13:00:00,4,0,85.69,47.27,motorway
11,14,weekday,84.87,592.1,40.964,2026-01-16 14:00:00,4,0,84.87,48.27,motorway
11,15,weekday,73.22,542.9,30.796,2026-01-16 15:00:00,4,0,73.22,42.06,motorway
11,16,weekday,54.54,477.9,15.948,2026-01-16 16:00:00,4,0,54.54,29.24,suburban
11,17,weekday,37.09,445.6,7.65,2026-01-16 17:00:00,4,0,37.09,20.63,suburban
11,18,weekday,28.57,353.5,7.604,2026-01-16 18:00:00,4,0,28.57,26.62,urban
11,19,weekday,34.1,303.2,5.845,2026-01-16 19:00:00,4,0,34.1,17.14,suburban
11,20,weekday,55.22,263.4,13.826,2026-01-16 20:00:00,4,0,55.22,25.04,suburban
11,21,weekday,73.51,224.3,24.762,2026-01-16 21:00:00,4,0,73.51,33.69,motorway
11,22,weekday,82.37,118.5,23.812,2026-01-16 22:00:00,4,0,82.37,28.91,motorway
11,23,weekday,0.0,0.0,0.677,2026-01-16 23:00:00,4,0,0.0,,parked
