day,hour,day_type,vehicles,load_kw,timestamp
2,3,weekend,0,8.21,2025-01-03 03:00:00
2,4,weekend,2,13.58,2025-01-03 04:00:00
2,5,weekend,1,9.97,2025-01-03 05:00:00
2,6,weekend,5,28.79,2025-01-03 06:00:00
2,7,weekend,8,57.29,2025-01-03 07:00:00
2,8,weekend,10,50.82,2025-01-03 08:00:00
2,9,weekend,22,115.56,2025-01-03 09:00:00
2,10,weekend,26,136.37,2025-01-03 10:00:00
2,11,weekend,33,150.03,2025-01-03 11:00:00
2,12,weekend,32,145.04,2025-01-03 12:00:00
2,13,weekend,35,192.57,2025-01-03 13:00:00
2,14,weekend,37,167.26,2025-01-03 14:00:00
2,15,weekend,38,196.35,2025-01-03 15:00:00
2,16,weekend,34,179.21,2025-01-03 16:00:00
2,17,weekend,30,160.56,2025-01-03 17:00:00
2,18,weekend,24,152.86,2025-01-03 18:00:00
2,19,weekend,16,101.37,2025-01-03 19:00:00
2,20,weekend,9,41.39,2025-01-03 20:00:00
2,21,weekend,1,6.4,2025-01-03 21:00:00
2,22,weekend,1,5.37,2025-01-03 22:00:00
2,23,weekend,1,7.67,2025-01-03 23:00:00
3,0,weekday,0,5.04,2025-01-04 00:00:00
3,1,weekday,0,6.25,2025-01-04 01:00:00
3,2,weekday,0,6.54,2025-01-04 02:00:00
3,3,weekday,0,7.66,2025-01-04 03:00:00
3,4,weekday,0,6.99,2025-01-04 04:00:00
3,5,weekday,3,17.44,2025-01-04 05:00:00
3,6,weekday,6,26.16,2025-01-04 06:00:00
3,7,weekday,12,60.47,2025-01-04 07:00:00
3,8,weekday,23,107.21,2025-01-04 08:00:00
3,9,weekday,22,152.62,2025-01-04 09:00:00
3,10,weekday,13,79.47,2025-01-04 10:00:00
3,11,weekday,11,58.68,2025-01-04 11:00:00
3,12,weekday,12,33.7,2025-01-04 12:00:00
3,13,weekday,14,52.53,2025-01-04 13:00:00
3,14,weekday,19,69.89,2025-01-04 14:00:00
3,15,weekday,16,64.68,2025-01-04 15:00:00
3,16,weekday,20,76.29,2025-01-04 16:00:00
3,17,weekday,23,110.37,2025-01-04 17:00:00
3,18,weekday,24,119.91,2025-01-04 18:00:00
3,19,weekday,22,107.33,2025-01-04 19:00:00
3,20,weekday,18,76.92,2025-01-04 20:00:00
3,21,weekday,8,34.48,2025-01-04 21:00:00
3,22,weekday,2,9.48,2025-01-04 22:00:00
3,23,weekday,2,10.49,2025-01-04 23:00:00
4,0,weekend,1,8.02,2025-01-05 00:00:00
4,1,weekend,2,11.99,2025-01-05 01:00:00
4,2,weekend,0,5.98,2025-01-05 02:00:00
4,3,weekend,3,18.02,2025-01-05 03:00:00
4,4,weekend,0,7.61,2025-01-05 04:00:00
4,5,weekend,3,19.97,2025-01-05 05:00:00
4,6,weekend,3,18.64,2025-01-05 06:00:00
4,7,weekend,6,47.92,2025-01-05 07:00:00
4,8,weekend,9,58.36,2025-01-05 08:00:00
4,9,weekend,17,105.16,2025-01-05 09:00:00
4,10,weekend,25,98.45,2025-01-05 10:00:00
4,11,weekend,35,163.36,2025-01-05 11:00:00
4,12,weekend,35,159.87,2025-01-05 12:00:00
4,13,weekend,36,179.48,2025-01-05 13:00:00
4,14,weekend,39,147.97,2025-01-05 14:00:00
4,15,weekend,40,169.18,2025-01-05 15:00:00
4,16,weekend,36,140.97,2025-01-05 16:00:00
4,17,weekend,31,188.85,2025-01-05 17:00:00
4,18,weekend,25,105.7,2025-01-05 18:00:00
4,19,weekend,14,74.03,2025-01-05 19:00:00
4,20,weekend,9,53.84,2025-01-05 20:00:00
4,21,weekend,4,23.98,2025-01-05 21:00:00
4,22,weekend,0,4.0,2025-01-05 22:00:00
4,23,weekend,4,20.21,2025-01-05 23:00:00
5,0,weekend,0,3.73,2025-01-06 00:00:00
5,1,weekend,0,5.88,2025-01-06 01:00:00
5,2,weekend,1,11.77,2025-01-06 02:00:00
5,3,weekend,0,7.54,2025-01-06 03:00:00
5,4,weekend,0,8.67,2025-01-06 04:00:00
5,5,weekend,0,9.18,2025-01-06 05:00:00
5,6,weekend,3,15.86,2025-01-06 06:00:00
5,7,weekend,6,38.12,2025-01-06 07:00:00
5,8,weekend,12,61.54,2025-01-06 08:00:00
5,9,weekend,19,109.4,2025-01-06 09:00:00
5,10,weekend,28,109.25,2025-01-06 10:00:00
5,11,weekend,34,138.83,2025-01-06 11:00:00
5,12,weekend,37,184.81,2025-01-06 12:00:00
5,13,weekend,35,213.64,2025-01-06 13:00:00
5,14,weekend,36,179.87,2025-01-06 14:00:00
5,15,weekend,40,170.33,2025-01-06 15:00:00
5,16,weekend,38,118.93,2025-01-06 16:00:00
5,17,weekend,27,145.75,2025-01-06 17:00:00
5,18,weekend,27,164.73,2025-01-06 18:00:00
5,19,weekend,13,57.86,2025-01-06 19:00:00
5,20,weekend,9,35.55,2025-01-06 20:00:00
5,21,weekend,4,19.29,2025-01-06 21:00:00
5,22,weekend,2,9.32,2025-01-06 22:00:00
5,23,weekend,0,4.71,2025-01-06 23:00:00
6,0,weekend,0,4.51,2025-01-07 00:00:00
6,1,weekend,0,5.64,2025-01-07 01:00:00
6,2,weekend,1,9.2,2025-01-07 02:00:00
6,3,weekend,1,12.33,2025-01-07 03:00:00
6,4,weekend,2,12.97,2025-01-07 04:00:00
6,5,weekend,2,12.42,2025-01-07 05:00:00
6,6,weekend,8,32.6,2025-01-07 06:00:00
6,7,weekend,3,21.08,2025-01-07 07:00:00
6,8,weekend,13,68.58,2025-01-07 08:00:00
6,9,weekend,20,84.14,2025-01-07 09:00:00
6,10,weekend,25,119.71,2025-01-07 10:00:00
6,11,weekend,31,114.69,2025-01-07 11:00:00
6,12,weekend,32,139.02,2025-01-07 12:00:00
6,13,weekend,37,186.88,2025-01-07 13:00:00
6,14,weekend,35,193.33,2025-01-07 14:00:00
6,15,weekend,39,191.17,2025-01-07 15:00:00
6,16,weekend,35,164.87,2025-01-07 16:00:00
6,17,weekend,29,139.01,2025-01-07 17:00:00
6,18,weekend,24,117.88,2025-01-07 18:00:00
6,19,weekend,15,68.77,2025-01-07 19:00:00
6,20,weekend,8,36.99,2025-01-07 20:00:00
6,21,weekend,3,13.91,2025-01-07 21:00:00
6,22,weekend,2,10.75,2025-01-07 22:00:00
6,23,weekend,1,7.03,2025-01-07 23:00:00
7,0,weekend,1,6.98,2025-01-08 00:00:00
7,1,weekend,2,13.23,2025-01-08 01:00:00
7,2,weekend,0,5.23,2025-01-08 02:00:00
7,3,weekend,1,9.54,2025-01-08 03:00:00
7,4,weekend,2,13.49,2025-01-08 04:00:00
7,5,weekend,0,7.94,2025-01-08 05:00:00
7,6,weekend,1,12.76,2025-01-08 06:00:00
7,7,weekend,6,34.49,2025-01-08 07:00:00
7,8,weekend,14,60.26,2025-01-08 08:00:00
7,9,weekend,18,98.81,2025-01-08 09:00:00
7,10,weekend,27,136.38,2025-01-08 10:00:00
7,11,weekend,31,153.19,2025-01-08 11:00:00
7,12,weekend,34,134.54,2025-01-08 12:00:00
7,13,weekend,34,144.05,2025-01-08 13:00:00
7,14,weekend,37,205.2,2025-01-08 14:00:00
7,15,weekend,37,165.32,2025-01-08 15:00:00
7,16,weekend,32,97.33,2025-01-08 16:00:00
7,17,weekend,31,188.98,2025-01-08 17:00:00
7,18,weekend,25,137.23,2025-01-08 18:00:00
7,19,weekend,11,63.52,2025-01-08 19:00:00
7,20,weekend,6,36.57,2025-01-08 20:00:00
7,21,weekend,3,20.54,2025-01-08 21:00:00
7,22,weekend,2,10.06,2025-01-08 22:00:00
7,23,weekend,0,3.79,2025-01-08 23:00:00
8,0,weekday,4,18.67,2025-01-09 00:00:00
8,1,weekday,2,12.83,2025-01-09 01:00:00
8,2,weekday,0,7.25,2025-01-09 02:00:00
8,3,weekday,3,21.15,2025-01-09 03:00:00
8,4,weekday,0,6.63,2025-01-09 04:00:00
8,5,weekday,0,8.69,2025-01-09 05:00:00
8,6,weekday,3,16.76,2025-01-09 06:00:00
8,7,weekday,18,96.98,2025-01-09 07:00:00
8,8,weekday,23,131.36,2025-01-09 08:00:00
8,9,weekday,22,103.0,2025-01-09 09:00:00
8,10,weekday,13,83.11,2025-01-09 10:00:00
8,11,weekday,13,65.59,2025-01-09 11:00:00
8,12,weekday,19,82.05,2025-01-09 12:00:00
8,13,weekday,16,72.01,2025-01-09 13:00:00
8,14,weekday,17,59.41,2025-01-09 14:00:00
8,15,weekday,17,73.8,2025-01-09 15:00:00
8,16,weekday,15,55.39,2025-01-09 16:00:00
8,17,weekday,22,94.31,2025-01-09 17:00:00
8,18,weekday,25,141.69,2025-01-09 18:00:00
8,19,weekday,17,85.16,2025-01-09 19:00:00
8,20,weekday,12,61.62,2025-01-09 20:00:00
8,21,weekday,8,35.2,2025-01-09 21:00:00
8,22,weekday,1,7.1,2025-01-09 22:00:00
8,23,weekday,1,7.37,2025-01-09 23:00:00
9,0,weekday,0,3.41,2025-01-10 00:00:00
9,1,weekday,3,13.07,2025-01-10 01:00:00
9,2,weekday,0,5.4,2025-01-10 02:00:00
9,3,weekday,0,8.62,2025-01-10 03:00:00
9,4,weekday,3,20.91,2025-01-10 04:00:00
9,5,weekday,0,8.36,2025-01-10 05:00:00
9,6,weekday,2,14.98,2025-01-10 06:00:00
9,7,weekday,12,75.11,2025-01-10 07:00:00
9,8,weekday,19,96.96,2025-01-10 08:00:00
9,9,weekday,22,117.8,2025-01-10 09:00:00
9,10,weekday,17,92.19,2025-01-10 10:00:00
9,11,weekday,13,65.3,2025-01-10 11:00:00
9,12,weekday,13,43.26,2025-01-10 12:00:00
9,13,weekday,17,82.33,2025-01-10 13:00:00
9,14,weekday,11,57.66,2025-01-10 14:00:00
9,15,weekday,15,66.04,2025-01-10 15:00:00
9,16,weekday,18,86.12,2025-01-10 16:00:00
9,17,weekday,22,108.16,2025-01-10 17:00:00
9,18,weekday,24,88.5,2025-01-10 18:00:00
9,19,weekday,22,111.1,2025-01-10 19:00:00
9,20,weekday,14,69.53,2025-01-10 20:00:00
9,21,weekday,6,25.15,2025-01-10 21:00:00
9,22,weekday,4,17.37,2025-01-10 22:00:00
9,23,weekday,2,12.72,2025-01-10 23:00:00
10,0,weekend,0,4.91,2025-01-11 00:00:00
10,1,weekend,2,9.31,2025-01-11 01:00:00
10,2,weekend,0,5.38,2025-01-11 02:00:00
10,3,weekend,2,11.94,2025-01-11 03:00:00
10,4,weekend,3,18.49,2025-01-11 04:00:00
10,5,weekend,0,7.61,2025-01-11 05:00:00
10,6,weekend,3,20.02,2025-01-11 06:00:00
10,7,weekend,4,25.68,2025-01-11 07:00:00
10,8,weekend,9,53.78,2025-01-11 08:00:00
10,9,weekend,20,104.2,2025-01-11 09:00:00
10,10,weekend,30,126.78,2025-01-11 10:00:00
10,11,weekend,30,145.78,2025-01-11 11:00:00
10,12,weekend,31,114.55,2025-01-11 12:00:00
10,13,weekend,37,138.67,2025-01-11 13:00:00
10,14,weekend,39,185.49,2025-01-11 14:00:00
10,15,weekend,39,207.72,2025-01-11 15:00:00
10,16,weekend,35,128.37,2025-01-11 16:00:00
10,17,weekend,31,169.94,2025-01-11 17:00:00
10,18,weekend,25,141.79,2025-01-11 18:00:00
10,19,weekend,16,87.54,2025-01-11 19:00:00
10,20,weekend,6,29.4,2025-01-11 20:00:00
10,21,weekend,7,32.15,2025-01-11 21:00:00
10,22,weekend,2,8.61,2025-01-11 22:00:00
10,23,weekend,3,16.03,2025-01-11 23:00:00
11,0,weekend,1,8.27,2025-01-12 00:00:00
11,1,weekend,4,21.55,2025-01-12 01:00:00
11,2,weekend,0,7.73,2025-01-12 02:00:00
11,3,weekend,0,6.88,2025-01-12 03:00:00
11,4,weekend,0,6.68,2025-01-12 04:00:00
11,5,weekend,0,8.12,2025-01-12 05:00:00
11,6,weekend,6,30.42,2025-01-12 06:00:00
11,7,weekend,7,46.22,2025-01-12 07:00:00
11,8,weekend,11,65.56,2025-01-12 08:00:00
11,9,weekend,21,148.3,2025-01-12 09:00:00
11,10,weekend,25,116.75,2025-01-12 10:00:00
11,11,weekend,30,142.93,2025-01-12 11:00:00
11,12,weekend,36,134.13,2025-01-12 12:00:00
11,13,weekend,36,159.74,2025-01-12 13:00:00
11,14,weekend,37,165.13,2025-01-12 14:00:00
11,15,weekend,41,158.55,2025-01-12 15:00:00
11,16,weekend,37,174.95,2025-01-12 16:00:00
11,17,weekend,35,157.9,2025-01-12 17:00:00
11,18,weekend,21,100.46,2025-01-12 18:00:00
11,19,weekend,19,95.67,2025-01-12 19:00:00
11,20,weekend,9,67.35,2025-01-12 20:00:00
11,21,weekend,3,16.84,2025-01-12 21:00:00
11,22,weekend,3,16.76,2025-01-12 22:00:00
11,23,weekend,0,4.79,2025-01-12 23:00:00
12,0,holiday,2,13.18,2025-01-13 00:00:00
12,1,holiday,2,15.84,2025-01-13 01:00:00
12,2,holiday,0,6.21,2025-01-13 02:00:00
12,3,holiday,0,7.54,2025-01-13 03:00:00
12,4,holiday,2,14.44,2025-01-13 04:00:00
12,5,holiday,3,15.71,2025-01-13 05:00:00
12,6,holiday,8,39.49,2025-01-13 06:00:00
12,7,holiday,12,77.0,2025-01-13 07:00:00
12,8,holiday,25,136.89,2025-01-13 08:00:00
12,9,holiday,36,169.15,2025-01-13 09:00:00
12,10,holiday,48,248.66,2025-01-13 10:00:00
12,11,holiday,55,234.61,2025-01-13 11:00:00
12,12,holiday,56,244.19,2025-01-13 12:00:00
12,13,holiday,57,235.11,2025-01-13 13:00:00
12,14,holiday,47,182.13,2025-01-13 14:00:00
12,15,holiday,38,133.03,2025-01-13 15:00:00
12,16,holiday,22,100.71,2025-01-13 16:00:00
12,17,holiday,16,103.32,2025-01-13 17:00:00
12,18,holiday,7,33.32,2025-01-13 18:00:00
12,19,holiday,5,29.56,2025-01-13 19:00:00
12,20,holiday,3,15.69,2025-01-13 20:00:00
12,21,holiday,0,2.8,2025-01-13 21:00:00
12,22,holiday,3,14.52,2025-01-13 22:00:00
12,23,holiday,1,7.59,2025-01-13 23:00:00
13,0,weekend,2,13.21,2025-01-14 00:00:00
13,1,weekend,3,17.85,2025-01-14 01:00:00
13,2,weekend,1,9.59,2025-01-14 02:00:00
13,3,weekend,4,17.46,2025-01-14 03:00:00
13,4,weekend,1,11.99,2025-01-14 04:00:00
13,5,weekend,0,6.11,2025-01-14 05:00:00
13,6,weekend,2,10.97,2025-01-14 06:00:00
13,7,weekend,9,58.57,2025-01-14 07:00:00
13,8,weekend,11,62.36,2025-01-14 08:00:00
13,9,weekend,17,113.12,2025-01-14 09:00:00
13,10,weekend,26,140.2,2025-01-14 10:00:00
13,11,weekend,27,107.28,2025-01-14 11:00:00
13,12,weekend,32,165.64,2025-01-14 12:00:00
13,13,weekend,36,158.41,2025-01-14 13:00:00
13,14,weekend,39,181.21,2025-01-14 14:00:00
13,15,weekend,36,170.57,2025-01-14 15:00:00
13,16,weekend,38,191.92,2025-01-14 16:00:00
13,17,weekend,30,171.89,2025-01-14 17:00:00
13,18,weekend,28,162.25,2025-01-14 18:00:00
13,19,weekend,16,73.41,2025-01-14 19:00:00
13,20,weekend,8,46.5,2025-01-14 20:00:00
13,21,weekend,3,19.43,2025-01-14 21:00:00
13,22,weekend,5,21.75,2025-01-14 22:00:00
13,23,weekend,1,6.94,2025-01-14 23:00:00
14,0,weekday,3,17.12,2025-01-15 00:00:00
14,1,weekday,2,10.4,2025-01-15 01:00:00
14,2,weekday,0,6.42,2025-01-15 02:00:00
14,3,weekday,4,17.84,2025-01-15 03:00:00
14,4,weekday,2,15.65,2025-01-15 04:00:00
14,5,weekday,0,8.63,2025-01-15 05:00:00
14,6,weekday,6,28.84,2025-01-15 06:00:00
14,7,weekday,12,59.61,2025-01-15 07:00:00
14,8,weekday,19,81.0,2025-01-15 08:00:00
14,9,weekday,21,106.34,2025-01-15 09:00:00
14,10,weekday,17,99.72,2025-01-15 10:00:00
14,11,weekday,10,47.26,2025-01-15 11:00:00
14,12,weekday,11,37.54,2025-01-15 12:00:00
14,13,weekday,16,80.33,2025-01-15 13:00:00
14,14,weekday,17,59.92,2025-01-15 14:00:00
14,15,weekday,16,85.8,2025-01-15 15:00:00
14,16,weekday,20,89.51,2025-01-15 16:00:00
14,17,weekday,25,129.72,2025-01-15 17:00:00
14,18,weekday,23,112.58,2025-01-15 18:00:00
14,19,weekday,19,84.17,2025-01-15 19:00:00
14,20,weekday,14,69.62,2025-01-15 20:00:00
14,21,weekday,7,34.39,2025-01-15 21:00:00
14,22,weekday,2,8.34,2025-01-15 22:00:00
14,23,weekday,7,28.2,2025-01-15 23:00:00
15,0,weekday,3,15.64,2025-01-16 00:00:00
15,1,weekday,0,7.1,2025-01-16 01:00:00
15,2,weekday,0,7.18,2025-01-16 02:00:00
15,3,weekday,2,14.83,2025-01-16 03:00:00
15,4,weekday,6,29.18,2025-01-16 04:00:00
15,5,weekday,3,22.16,2025-01-16 05:00:00
15,6,weekday,6,32.22,2025-01-16 06:00:00
15,7,weekday,10,53.76,2025-01-16 07:00:00
15,8,weekday,20,114.48,2025-01-16 08:00:00
15,9,weekday,21,132.52,2025-01-16 09:00:00
15,10,weekday,15,99.74,2025-01-16 10:00:00
15,11,weekday,10,54.06,2025-01-16 11:00:00
15,12,weekday,13,64.67,2025-01-16 12:00:00
15,13,weekday,16,70.59,2025-01-16 13:00:00
15,14,weekday,13,61.41,2025-01-16 14:00:00
15,15,weekday,14,42.14,2025-01-16 15:00:00
15,16,weekday,17,78.92,2025-01-16 16:00:00
15,17,weekday,24,146.71,2025-01-16 17:00:00
15,18,weekday,26,90.04,2025-01-16 18:00:00
15,19,weekday,25,90.85,2025-01-16 19:00:00
15,20,weekday,16,114.3,2025-01-16 20:00:00
15,21,weekday,8,42.05,2025-01-16 21:00:00
15,22,weekday,4,18.06,2025-01-16 22:00:00
15,23,weekday,1,7.24,2025-01-16 23:00:00
16,0,weekday,0,5.58,2025-01-17 00:00:00
16,1,weekday,0,6.05,2025-01-17 01:00:00
16,2,weekday,4,19.88,2025-01-17 02:00:00
16,3,weekday,0,6.99,2025-01-17 03:00:00
16,4,weekday,0,9.28,2025-01-17 04:00:00
16,5,weekday,1,10.16,2025-01-17 05:00:00
16,6,weekday,8,33.33,2025-01-17 06:00:00
16,7,weekday,12,71.34,2025-01-17 07:00:00
16,8,weekday,22,116.85,2025-01-17 08:00:00
16,9,weekday,21,98.22,2025-01-17 09:00:00
16,10,weekday,18,91.22,2025-01-17 10:00:00
16,11,weekday,14,62.5,2025-01-17 11:00:00
16,12,weekday,16,84.14,2025-01-17 12:00:00
16,13,weekday,14,58.17,2025-01-17 13:00:00
16,14,weekday,20,83.8,2025-01-17 14:00:00
16,15,weekday,14,63.21,2025-01-17 15:00:00
16,16,weekday,20,79.73,2025-01-17 16:00:00
16,17,weekday,22,99.68,2025-01-17 17:00:00
16,18,weekday,24,128.05,2025-01-17 18:00:00
16,19,weekday,19,66.4,2025-01-17 19:00:00
16,20,weekday,16,92.72,2025-01-17 20:00:00
16,21,weekday,6,26.34,2025-01-17 21:00:00
16,22,weekday,1,6.31,2025-01-17 22:00:00
16,23,weekday,0,4.24,2025-01-17 23:00:00
17,0,weekend,1,8.35,2025-01-18 00:00:00
17,1,weekend,2,12.1,2025-01-18 01:00:00
17,2,weekend,3,19.1,2025-01-18 02:00:00
17,3,weekend,2,13.61,2025-01-18 03:00:00
17,4,weekend,2,15.59,2025-01-18 04:00:00
17,5,weekend,0,6.56,2025-01-18 05:00:00
17,6,weekend,3,16.13,2025-01-18 06:00:00
17,7,weekend,10,66.81,2025-01-18 07:00:00
17,8,weekend,11,70.12,2025-01-18 08:00:00
17,9,weekend,20,131.61,2025-01-18 09:00:00
17,10,weekend,27,140.38,2025-01-18 10:00:00
17,11,weekend,31,160.15,2025-01-18 11:00:00
17,12,weekend,32,97.06,2025-01-18 12:00:00
17,13,weekend,36,104.96,2025-01-18 13:00:00
17,14,weekend,37,191.05,2025-01-18 14:00:00
17,15,weekend,39,165.8,2025-01-18 15:00:00
17,16,weekend,38,163.22,2025-01-18 16:00:00
17,17,weekend,32,171.83,2025-01-18 17:00:00
17,18,weekend,24,122.13,2025-01-18 18:00:00
17,19,weekend,14,72.18,2025-01-18 19:00:00
17,20,weekend,11,59.31,2025-01-18 20:00:00
17,21,weekend,6,33.07,2025-01-18 21:00:00
17,22,weekend,1,5.76,2025-01-18 22:00:00
17,23,weekend,0,4.13,2025-01-18 23:00:00
18,0,weekday,2,9.43,2025-01-19 00:00:00
18,1,weekday,0,5.98,2025-01-19 01:00:00
18,2,weekday,1,10.39,2025-01-19 02:00:00
18,3,weekday,0,7.48,2025-01-19 03:00:00
18,4,weekday,0,7.08,2025-01-19 04:00:00
18,5,weekday,0,7.23,2025-01-19 05:00:00
18,6,weekday,5,24.6,2025-01-19 06:00:00
18,7,weekday,11,62.29,2025-01-19 07:00:00
18,8,weekday,21,115.31,2025-01-19 08:00:00
18,9,weekday,20,118.69,2025-01-19 09:00:00
18,10,weekday,15,85.27,2025-01-19 10:00:00
18,11,weekday,12,65.34,2025-01-19 11:00:00
18,12,weekday,14,59.99,2025-01-19 12:00:00
18,13,weekday,16,68.97,2025-01-19 13:00:00
18,14,weekday,16,56.75,2025-01-19 14:00:00
18,15,weekday,15,69.33,2025-01-19 15:00:00
18,16,weekday,15,74.33,2025-01-19 16:00:00
18,17,weekday,20,79.21,2025-01-19 17:00:00
18,18,weekday,22,95.11,2025-01-19 18:00:00
18,19,weekday,21,101.0,2025-01-19 19:00:00
18,20,weekday,11,55.02,2025-01-19 20:00:00
18,21,weekday,9,51.7,2025-01-19 21:00:00
18,22,weekday,3,13.59,2025-01-19 22:00:00
18,23,weekday,1,7.42,2025-01-19 23:00:00
19,0,weekend,5,21.71,2025-01-20 00:00:00
19,1,weekend,1,7.84,2025-01-20 01:00:00
19,2,weekend,3,14.35,2025-01-20 02:00:00
19,3,weekend,2,16.11,2025-01-20 03:00:00
19,4,weekend,3,14.45,2025-01-20 04:00:00
19,5,weekend,4,20.86,2025-01-20 05:00:00
19,6,weekend,6,31.64,2025-01-20 06:00:00
19,7,weekend,11,66.75,2025-01-20 07:00:00
19,8,weekend,13,87.57,2025-01-20 08:00:00
19,9,weekend,21,131.66,2025-01-20 09:00:00
19,10,weekend,26,111.75,2025-01-20 10:00:00
19,11,weekend,27,120.26,2025-01-20 11:00:00
19,12,weekend,33,145.58,2025-01-20 12:00:00
19,13,weekend,37,158.82,2025-01-20 13:00:00
19,14,weekend,36,153.54,2025-01-20 14:00:00
19,15,weekend,41,198.18,2025-01-20 15:00:00
19,16,weekend,37,176.76,2025-01-20 16:00:00
19,17,weekend,29,139.88,2025-01-20 17:00:00
19,18,weekend,23,140.58,2025-01-20 18:00:00
19,19,weekend,16,101.25,2025-01-20 19:00:00
19,20,weekend,9,60.62,2025-01-20 20:00:00
19,21,weekend,0,3.01,2025-01-20 21:00:00
19,22,weekend,4,18.0,2025-01-20 22:00:00
19,23,weekend,0,3.79,2025-01-20 23:00:00
20,0,weekend,1,8.78,2025-01-21 00:00:00
20,1,weekend,4,16.61,2025-01-21 01:00:00
20,2,weekend,1,8.62,2025-01-21 02:00:00
20,3,weekend,0,6.42,2025-01-21 03:00:00
20,4,weekend,0,8.14,2025-01-21 04:00:00
20,5,weekend,2,16.31,2025-01-21 05:00:00
20,6,weekend,7,35.25,2025-01-21 06:00:00
20,7,weekend,6,34.49,2025-01-21 07:00:00
20,8,weekend,17,91.96,2025-01-21 08:00:00
20,9,weekend,18,135.54,2025-01-21 09:00:00
20,10,weekend,30,155.38,2025-01-21 10:00:00
20,11,weekend,33,167.02,2025-01-21 11:00:00
20,12,weekend,36,164.85,2025-01-21 12:00:00
20,13,weekend,37,135.6,2025-01-21 13:00:00
20,14,weekend,36,129.01,2025-01-21 14:00:00
20,15,weekend,37,137.54,2025-01-21 15:00:00
20,16,weekend,37,202.2,2025-01-21 16:00:00
20,17,weekend,29,147.54,2025-01-21 17:00:00
20,18,weekend,26,147.37,2025-01-21 18:00:00
20,19,weekend,12,58.43,2025-01-21 19:00:00
20,20,weekend,6,27.71,2025-01-21 20:00:00
20,21,weekend,6,24.59,2025-01-21 21:00:00
20,22,weekend,3,13.21,2025-01-21 22:00:00
20,23,weekend,2,12.96,2025-01-21 23:00:00
21,0,weekday,1,10.83,2025-01-22 00:00:00
21,1,weekday,0,6.1,2025-01-22 01:00:00
21,2,weekday,0,7.1,2025-01-22 02:00:00
21,3,weekday,3,17.1,2025-01-22 03:00:00
21,4,weekday,0,7.39,2025-01-22 04:00:00
21,5,weekday,2,13.96,2025-01-22 05:00:00
21,6,weekday,8,35.26,2025-01-22 06:00:00
21,7,weekday,11,57.77,2025-01-22 07:00:00
21,8,weekday,21,111.12,2025-01-22 08:00:00
21,9,weekday,22,96.81,2025-01-22 09:00:00
21,10,weekday,18,90.55,2025-01-22 10:00:00
21,11,weekday,10,49.2,2025-01-22 11:00:00
